regime,seed,event_rank,event_epoch,event_score,takeover_epoch,event_selfrep_index,event_tape_hex,slot_match_count,focal_slot,partner_slot,focal_role,a_first,focal_before_hex,focal_before_strip,partner_hex,partner_strip,focal_after_hex,focal_after_strip,replay_termination_reason,replay_steps,replay_exact,partner_static_proto_loop_count,partner_static_proto_loop_present,first_proto_found,first_proto_step,first_proto_open_side,first_proto_close_side,first_proto_ops,first_proto_dh0,first_proto_dh1,first_proto_span_changed,loops_before_first_proto,nonproto_before_first_proto,dynamic_class
R,61,1,425,63.0,721,0,fe5b2c2c8d457d0cf107bb683c860f04f608a7c91e4062195eee322f2f672a2c5d2c2a672f2f32ee5e1962401ec9a708f6040f863c68bb07f10c7d458d2c2c5b,1,11837,39999,p2,,5da8d8a7499c461cc7d03a3dcb6a6e7525fcf0b8213350a79f12aed7516d9f1a989b2f2d3ba0059d129b47ed53cf927f2fd07f9927a236ac52a36379a93a3c3c,]-<<,fe2c5b812c2e2cc78d8145c17ddb0ce2f1a5077bbbd568e63cfd863a0fbd0448f68208a9a7b7c9161ea440fb62f819aa5ed5ee79327b2fdc2f66670c2a2c2c7b,",[,.,}{<{,,{",fe5b2c2c8d457d0cf107bb683c860f04f608a7c91e4062195eee322f2f672a2c5d2c2a672f2f32ee5e1962401ec9a708f6040f863c68bb07f10c7d458d2c2c5b,"[,,}<,],<},,[",step_cap,8192,1,0,0,1,65,partner,focal,",.,}{<{,,{",-1,-2,0,0,0,CROSS_TAPE_FOCAL_CLOSE
R,61,2,649,63.0,721,0,571e10045b0c2c8df02607bb683c7d5d0aba4dc05e45c0114dadbaa80afe5d5dfe0aa8baad4d11c0455ec04dba0a5d7d3c68bb0726f08d2c0c5b04101e5769f6,1,32343,115783,p2,,5dfefef20aa0a826ba68ad474db01130c012453c5ebbe007daf1260cfc7d3845358da82c142c515bff39ee268006c21e23a304f026a3441ed1066b2657f16af6,"]<},,[",5e69f022577cfafb1e9ade3c10fd8d4b0439863c5bbb078d0c7d2c8d2c8d5b398d3c1e7df0a30c0626f15b2c078d457dbbbb681c6870da163c679e027d122727,"<<[},,[<}[,}<}",571e10045b0c2c8df02607bb683c7d5d0aba4dc05e45c0114dadbaa80afe5d5dfe0aa8baad4d11c0455ec04dba0a5d7d3c68bb0726f08d2c0c5b04101e5769f6,"[,<}]]]]}<,[",step_cap,8192,1,0,0,1,65,partner,focal,",}<}",-1,2,0,0,0,CROSS_TAPE_FOCAL_CLOSE
R,64,1,695,64.0,,0,2e654fa693155bdacf89c03c2c7dd327b0621d3579fc79ce351b1da062e9b05db0e962a01d1b35ce79fc79351d62b027d37d2c3cc089cfda5b1593a64f652e2e,1,54058,79994,p2,,5d5cb052e94d62a1a0be1d6d1bb2359dcef97928fc919cb458d805741b09bba987a3a297e71ca06ff2267183720417ca8636acd0efdeb66ffa87d92e6a003b3b,].0,595b2e8f8d2065ec582b4f39279ba6da6f8b93e74fb415a17b325be8c048dac22ad3cfca71da8937f7e8c037917d3c49111b2cd00e2a7dbed3a3d38fd6b0270b,"[.+{[}<,}",2e654fa693155bdacf89c03c2c7dd327b0621d3579fc79ce351b1da062e9b05db0e962a01d1b35ce79fc79351d62b027d37d2c3cc089cfda5b1593a64f652e2e,".[<,}]},<[..",step_cap,8192,1,0,0,1,65,partner,focal,"}<,}",-1,2,0,0,0,CROSS_TAPE_FOCAL_CLOSE
R,64,2,1390,63.0,,0,ffc0cf5b4e4f2e473ec902c9aa473f7b35deec22a9344f4c4fa84f4f4f4f4f5d5d4f4f4f4f4fa84f4c4f34a922ecde357b3f47aac902c93e472e4f4e5bcfc0ff,1,129762,109058,p2,,5d5e5b5b5b5b5b5b5b5b5b5b5b5b5b5b5b5b5b5b5b5b5b5b5b5b5b5b5b5b5b5b5b5b5b5b5b5b5b5b5b5b5b5b5b5b5b5b5b5b5b5b5b5b5b5b5b5bf95b2c0001c1,"][[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[,0",61e4ff19c089cf7b5b7a4ea64f652e3c473c3e35c93c0259c9b2aae347423f3f7b8135e0dedfecdc222fa91a344f4f4f4c4f4f4fa8634f4f4f4f4f4f4f4f4f70,{[.<<><{,ffc0cf5b4e4f2e473ec902c9aa473f7b35deec22a9344f4c4fa84f4f4f4f4f5d5d4f4f4f4f4fa84f4c4f34a922ecde357b3f47aac902c93e472e4f4e5bcfc0ff,[.>{]]{>.[,step_cap,8192,1,0,0,1,65,partner,focal,.<<><{,-2,-1,0,0,0,CROSS_TAPE_FOCAL_CLOSE
R,66,1,1935,64.0,,0,3c3c893ea0415b2cf675038b0e7d51d3f6c7aa8f7f7f7a8f3caa43c780f65d5df680c743aa3c8f7a7f7f8faac7f6d3517d0e8b0375f62c5b41a03e893c3cd335,1,42210,64313,p2,,5d5dcdf6e780e8c7904339aae63ce48f5c7aba7f6989f2e93c2e22c873a1d586f6fd5744ecd76bb0835c2129e92b777d337577413ba377e9c456403c3c60e535,]]<<.+}<<,a13d4b3c3bc1953c3c387b89d7373e3e2c354ba06b1d4b41b1037f5b5b62c12c7b2af0f6fc60067580b8e70352528b8b7b7b0e0ef7f78b7d3f7d7d513c7d7dd3,"<<<{>>,[[,{{{}}}<}}",3c3c893ea0415b2cf675038b0e7d51d3f6c7aa8f7f7f7a8f3caa43c780f65d5df680c743aa3c8f7a7f7f8faac7f6d3517d0e8b0375f62c5b41a03e893c3cd335,"<<>[,}<]]<},[><<",step_cap,8192,1,0,0,1,65,partner,focal,",{{{}}}<}}",-1,2,0,0,0,CROSS_TAPE_FOCAL_CLOSE
R,66,2,2037,63.0,,0,73e4e75b5bf1f11c1cb9b9eeee8e7d3c2c1ea35d97b453b49797125d8a8a5d129797b453b4975da31e2c3c7d8eeeeeb9b91c1cf1f15b5be7e4738a5f759cde26,1,122087,26485,p2,,237df31e1b8336a34a8ae95db312bf976197f3b4bd53dfddc8f9b2d5d18cb409018a00f0a58fd873c66ec644a1f4a481d58ea43cd5549eb4e15c57b45b3c3c3c,}]0<[<<<,8f0fa52659dee19cd075935fee8a4f7305e486e7c14d425b661255ecbbf1070f0684e71c9434b3a6aeb99ae01c7a29eea533dd8e1df80a7d88fc2c3c26d02c2c,"[},<,,",73e4e75b5bf1f11c1cb9b9eeee8e7d3c2c1ea35d97b453b49797125d8a8a5d129797b453b4975da31e2c3c7d8eeeeeb9b91c1cf1f15b5be7e4738a5f759cde26,"[[}<,]]]],<}[[",step_cap,8192,1,0,0,1,76,partner,focal,"},<,,}",-1,2,0,0,0,CROSS_TAPE_FOCAL_CLOSE
R,69,1,1954,63.0,,0,4140406c6c5b5b05052c8e6d7d670c3c5d5dd59bd7dede0ad7749b4dd53e5d5d5d5d5d5d3ed54d9b74d70adeded79bd55d5d3c0c677d6d8e2c05055b5b6c6c40,1,6495,43249,p2,,5d5d5d5d5dea3e1cd5cf4dcd9bd274c0d73b0a79de272718de81793b0ad23be5d702c05974cdd2e79b9fcde34d0ccf74d5111cb73eca96ea3e792735273c3c3c,]]]]]>>><<<,414170404040404040406c6c6c6c6c6c6c6c92925b5b5b5b5b5b05050505050505052c2c2c2c2c2c8e8e01016d6d7d7d7d7d676767670c0c0c0c7b7b3c37324e,"[[[[[[,,,,,,}}}}{{<",4140406c6c5b5b05052c8e6d7d670c3c5d5dd59bd7dede0ad7749b4dd53e5d5d5d5d5d5d3ed54d9b74d70adeded79bd55d5d3c0c677d6d8e2c05055b5b6c6c40,"[[,}<]]>]]]]]]>]]<},[[",step_cap,8192,1,0,0,1,65,partner,focal,",,,,,,}}}}{{<",-1,2,0,0,0,CROSS_TAPE_FOCAL_CLOSE
R,69,2,1982,63.0,,0,6c6c6c6c925b5b05052c2c017d670c3cf20a5d8dc1545484c1d18d1a5dfe5d1a8dd1c1845454c18d5d0af23c0c677d012c2c05055b5b926c6c6c6c4040406c6c,1,21140,114455,p2,,f25c54530a4bfef35dfe1a838d93d1a7c1bc8426544711192e873f5cd9d27a9ce79f924a91e93d8a42ac24a2e10111d00b7b2929c59709d0e808293cdc2c2e2f,"].{<,.",016c6c6c6c4040404040406c6c6c6c6c6c6c6c92925b5b5b5b5b5b05050505050505052c2c2c2c2c2c8e8e01016d6d7d7d7d7d6767677b0c0c0c7b403cf435f4,"[[[[[[,,,,,,}}}}{{<",6c6c6c6c925b5b05052c2c017d670c3cf20a5d8dc1545484c1d18d1a5dfe5d1a8dd1c1845454c18d5d0af23c0c677d012c2c05055b5b926c6c6c6c4040406c6c,"[[,,}<]]]]<},,[[",step_cap,8192,1,0,0,1,73,partner,focal,",,,,,,}}}}{{<",-1,2,0,0,0,CROSS_TAPE_FOCAL_CLOSE
R,70,1,1806,63.0,10702,0,00cb2dcf5b0fc8b5e04002e42cec7d3ccce45d5a110b0b8b11985a465d15155d465a98118b0b0b115a5de4cc3c7dec2ce40240e0b5c80f5bcf2dcb01b9ff3429,1,59077,87045,p1,,01cb2dcf5b0fc8b5e04002e42cec7d3ccce45d5a110b0b8b11985a465d15155d465a98118b0b0b115a5de4cc3c7dec2ce40240e0b5c80f5bcf2dcb01b9ff3429,"-[,}<]]]]<},[-",7da0364ca496f24c89f336a6dd3d4c36d23ff8fa14eb657a71e4bee542dd3ac190aefb18233306b8b6bb8cf578ed5ae0b5f9ddda22578c19e519c71f1fff3cff,}<,00cb2dcf5b0fc8b5e04002e42cec7d3ccce45d5a110b0b8b11985a465d15155d465a98118b0b0b115a5de4cc3c7dec2ce40240e0b5c80f5bcf2dcb01b9ff3429,"0-[,}<]]]]<},[-",ip_out_of_bounds,114,1,0,0,0,,,,,,,,,,NO_PROTO_FOUND
R,70,2,2152,64.0,10702,0,5b3c44a6512cd809a16b52dd9b45af7d14948891430e435891e688aa9443145d144394aa88e69158430e43918894147daf459bdd526ba109d82c51a6443c5b45,1,113909,93749,p2,,5d5b141843039486aa888801e6f891685885433d0e17859fb23b99d6096b883dc35b1803868801f868853d4c9f3bd66b3d4cb3e5e585173b6b612c8e2c5a3a3a,"][[,,",3c3a5b3d3ea23c2c8a6e443dffffa6712c715171476e2cb4612fd89d63dc091498d1a1a6d00a6b4b4b0c528bdddddddd63369bf72caa459d3b33af3c7d857d45,"<[><,,,,<}}",5b3c44a6512cd809a16b52dd9b45af7d14948891430e435891e688aa9443145d144394aa88e69158430e43918894147daf459bdd526ba109d82c51a6443c5b45,"[<,}]},<[",step_cap,8192,1,0,0,1,65,partner,focal,"><,,,,<}}",-1,2,0,0,0,CROSS_TAPE_FOCAL_CLOSE
R,74,1,1429,63.0,,0,96ea00371cbca2671c5bececec1ce42c7dae3c76a38337a4a360765d3c1c5a007d8d2c5be41cececec2fececec1cececec50ececec78ececec54ec7005113c3e,1,41581,116071,p2,,9696003becececececececececece42c7d5a3c76a33737a4a34e765d3c175a007dfe2c5be4ffececececececececececececececececececececec7005f33c3e,"0,}<]<0},[<>",115478501c2f1c8d1c6083ae1c5b1c67a2bc1c371cea1ceb1c9b1c113a651c3c1c461cfa1c3c1caa1cdf1ce81c6e1ced1c1d1cde1ce41caa1cb0621f62013c61,[<<<,96ea00371cbca2671c5bececec1ce42c7dae3c76a38337a4a360765d3c1c5a007d8d2c5be41cececec2fececec1cececec50ececec78ececec54ec7005113c3e,"0[,}<]<0},[<>",ip_out_of_bounds,1250,1,0,0,0,,,,,,,,,,NO_PROTO_FOUND
R,74,2,1914,63.0,,0,9b5b5b5b5b5b5b5b5b5b5b5b2c3c7d5e0cb3a6b3e1efe1ddb3a6a6a6b38a0c5d5e5d0c8ab3a6a6a6b3dde1efe1b3a6b30c5e7d3c2c5b5b5b5b5b5b5b5b5b5b5b,1,24472,80383,p2,,5d5d0c4d8a3cb3b3a6a6a6b3a6a6b3c9dd4de141ef1baeeeb2a31185e6aab45364a9e3bb86811effc42c57091620cc7d82cab0c3655165bcfdb56edb3c323c3b,"]]<,}<<",9b0c0ccc8d5b5b5b5b5b5b5b5b5b5b5b5b5b5b5b8d5b5b5b5b5b5b5b5b5b5b5b5b2c5b5b5b5b5b5b5b5b5b5b5b5b5b5b5b5b2c5b435a3c122c7d7d3b3b3b5e5e,"[[[[[[[[[[[[[[[[[[[[[[[[[[[,[[[[[[[[[[[[[[[[,[<,}}",9b5b5b5b5b5b5b5b5b5b5b5b2c3c7d5e0cb3a6b3e1efe1ddb3a6a6a6b38a0c5d5e5d0c8ab3a6a6a6b3dde1efe1b3a6b30c5e7d3c2c5b5b5b5b5b5b5b5b5b5b5b,"[[[[[[[[[[[,<}]]}<,[[[[[[[[[[[",step_cap,8192,1,0,0,1,65,partner,focal,"<,}}",-1,2,0,0,0,CROSS_TAPE_FOCAL_CLOSE
R,76,1,1313,63.0,,0,e2bfacde5b8306b86b122c2c2c3c807d1f12d761b0b0306182d79d12f31f5d7d5d1ff3129dd7826130b0b061d7121f7d803c2c2c2c126bb806835bdeacbfe281,1,18515,15872,p2,,5d5ddc1f9ff3a012c59dbad7628257619e3007b09aa0f9bb78ee2dc4ebc5800ef675f1a301b39cff8a3e4e509db3fc36bd44fd19eefcd415d486c53a3b3dfb81,]]->,3cce6ce243966cbf7b1a69aca3fdcede943bcf5b96a8348365b23706b05c0eb84a0e3a6b25ff65122c2c2c2c2c2c2c2c2c2c2c2c2c2c2c3c04b33a80ea7d1e7d,"<{[,,,,,,,,,,,,,,,<}}",e2bfacde5b8306b86b122c2c2c3c807d1f12d761b0b0306182d79d12f31f5d7d5d1ff3129dd7826130b0b061d7121f7d803c2c2c2c126bb806835bdeacbfe281,"[,,,<}]}]}<,,,[",step_cap,8192,1,0,0,1,65,partner,focal,",,,,,,,,,,,,,,,<}}",-1,2,0,0,0,CROSS_TAPE_FOCAL_CLOSE
R,76,2,2759,64.0,,0,fbdb66a803015b7ba78b73dc2e73a83effe93885442644ca85433816e9b0ff5d3e5dffb0e916384385ca4426448538e9ff3ea8732edc738ba77b5b0103a866db,1,50572,89848,p2,,5d40ff41b040e9411640384143408541ca40444126407341ba4065416f40a3419f405b41fb407842a84042413c4047413c8d3c3d7e7f7e4145517e887e7e7e7e,][<<<,fbfafb3bbc3bdb8e035266a6a828a84f4991033eb667016601205b745b727b0fd53ca72e3abf8b4e933f73732c7adc9cdba62ebf4e3f73a6a828a84b403e3e3e,">[[{<.,.>>>",fbdb66a803015b7ba78b73dc2e73a83effe93885442644ca85433816e9b0ff5d3e5dffb0e916384385ca4426448538e9ff3ea8732edc738ba77b5b0103a866db,[{.>]>]>.{[,step_cap,8192,1,0,0,1,65,partner,focal,"{<.,.>>>",2,-1,0,0,0,CROSS_TAPE_FOCAL_CLOSE
R,80,1,868,60.0,,0,915247b436cfaffdebaefa7c0742bba4cd4f5257ec447d5a9f2ce68aa13c7f5b0719bdcf557bb0322e2e2cf8edb9414706b04b20787954523e32e72a49af7e91,1,26393,67666,p2,,915247b436cfaffdebaefa7c0742bba4cd4f5257ec447d5a9f2ce68aa13c7f5b0719bdcf557bb0322e2e2cf8edb9414706b04b20787954523e32e72a49af7e91,"},<[{..,>",5d3c2ca3cbbd171531d524609ed3d63e9e2b789f1ef09a4ebad0782b727ce84bbd563f19012a93669f85c1a9e6246b9bfbf5b12359267f6ac1583c93da3c4530,"]<,>++<<",915247b436cfaffdebaefa7c0742bba4cd4f5257ec447d5a9f2ce68aa13c7f5b0719bdcf557bb0322e2e2cf8edb9414706b04b20787954523e32e72a49af7e91,"},<[{..,>",bracket_mismatch,1,1,0,0,0,,,,,,,,,,NO_PROTO_FOUND
R,80,2,964,60.0,,0,e8faa2ba6bededcfaffdb098fa7c0742bbfdcd4f5257ec447d5a9f2ce68aa13c7f5b0734bdcf557bb0322eba2ced90b941479fb04b20ee7854523e4ae7980a0a,1,48211,60001,p1,,bdfaa2ba6bededcfaffdb098fa7c0742bbfdcd4f5257ec447d5a9f2ce68aa13c7f5b0734bdcf557bb0322eba2ced90b941479fb04b20ee7854523e4ae7980a0a,"},<[{.,>",b2b2b2674bedb8d538036fca1f23b20caa74da3fb04b990b9fbea7cb5c55148e3267caf14d73a98083624dd7575c4f48ce3b74453d9f96c13d3d7eb3f33c24e8,<,e8faa2ba6bededcfaffdb098fa7c0742bbfdcd4f5257ec447d5a9f2ce68aa13c7f5b0734bdcf557bb0322eba2ced90b941479fb04b20ee7854523e4ae7980a0a,"},<[{.,>",ip_out_of_bounds,128,1,0,0,0,,,,,,,,,,NO_PROTO_FOUND
R,90,1,1907,63.0,2256,0,115b5b282aac3085b7c3c64719eb6e2c912c9fbf6a80b764b3394b7d3c4b5d60605d4b3c7d4b39b364b7806abf9f2c912c6eeb1947c6c3b78530ac2a285b5b11,1,116640,111861,p2,,5d22602d68383f8b86a247a1213f47f63f223990e4ef27d38827a43e3e92dde4b6094643bbd7caaac23877dcdb96e6299fc814c926064e917b6c3445913c913c,]->>{<<,5b7c7b3f073fe33f113028652a98ac14307b85d3b7cbc30dc66247ef192eebb06ef82cd2916c2c409fffbf306a7080a3b74a646cb3e839994b6b7d3c3c884b4b,"[{{.,,}<<",115b5b282aac3085b7c3c64719eb6e2c912c9fbf6a80b764b3394b7d3c4b5d60605d4b3c7d4b39b364b7806abf9f2c912c6eeb1947c6c3b78530ac2a285b5b11,"[[,,}<]]<},,[[",step_cap,8192,1,0,0,1,65,partner,focal,"{{.,,}<<",-2,-1,0,0,0,CROSS_TAPE_FOCAL_CLOSE
R,90,2,2256,63.0,2256,0,26622c28c7e2bce1f26cef21e55b762c7dbf47ef17ed6017c5efed473cbf5d7d5dbf3c47edefc51760ed17ef47bf7d2c765be521ef6cf2e1bce2c7282c6226cc,1,57175,20285,p2,,7d7d7c5d5abf153c3c47d0ed97ef50c585176760eded7dd43cfa75216d2e263e4a69b856cd90acc159bce491fc86ddc773de041d4dc7ec3cffa254852c193c3c,"}}]<<}<.><,<<",d1cc8026b762cc2c9f28ac6c6cfec21acec70c1a91e28a750bbc197d6fe1f0c7f8f2c7f0826cc2ed94ef0b6ff821936273e5a8f1725b3db63c762c2c3d2c1111,",}[<,,,",26622c28c7e2bce1f26cef21e55b762c7dbf47ef17ed6017c5efed473cbf5d7d5dbf3c47edefc51760ed17ef47bf7d2c765be521ef6cf2e1bce2c7282c6226cc,",[,}<]}]<},[,",step_cap,8192,1,0,0,1,68,partner,focal,"<,,,}}",-1,2,0,0,0,CROSS_TAPE_FOCAL_CLOSE
R,94,1,1804,63.0,,0,3f5b36d101717af93c487029cf0b7d2c5d327d25a23d3d46a22e25e27d3c32cc5dcc323c7de2252ea2463d3da2257d325d2c7d0bcf2970483cf97a7101d1365b,1,57239,2938,p2,,5d5dcc3232493c2e7da4e271251b2ecba29746893d886fef24673c1d87131b9137f12cd6a8b6ecce1339a412fdc5cbb477b7109b2a7214349f3c4d3c3c3c383c,"]]<.}.<,<<<<<",213f3f3f5b752c5c365c5c5fd15ceb0301e601d0712316027a857082f97068df3cf881eb48707464708196c229a5a39dcfebb7020bd853ad7d9e2b2c2c9e7d73,"[,<}+,,}",3f5b36d101717af93c487029cf0b7d2c5d327d25a23d3d46a22e25e27d3c32cc5dcc323c7de2252ea2463d3da2257d325d2c7d0bcf2970483cf97a7101d1365b,"[<},]}.}<]<}.}],}<[",step_cap,8192,1,0,0,0,,,,,,,,,,NO_PROTO_FOUND
R,94,2,2978,63.0,,0,db897af82444bf2296205bce609d8bc733a682f0339d5b22f27bf5f7013e2e975d519797ba452e7c7a3e3e7a7c2e45ba9797515d972e3e01f7f57bf2225b9d33,1,102621,27846,p2,,3efa3e3e3c3e3eec7aeded7c9f2e2e2e16454558ba2f2f973897976a5d5151a080969696192c2ce83a8585963d9696a7e74949c63abababa42273c3c3f803b3f,">>><>>...],,<<",f082a633c78b9d60ce5b209622bf4424f87a89dbbef210a97bf852e3baeb373d0cf5b3f48c136cf9666b3d8220f7aa6b176b5c3c012ee13b71012c39d43bd42e,"[{<.,.",db897af82444bf2296205bce609d8bc733a682f0339d5b22f27bf5f7013e2e975d519797ba452e7c7a3e3e7a7c2e45ba9797515d972e3e01f7f57bf2225b9d33,[[{>.].>>.].>{[,step_cap,8192,1,0,0,0,,,,,,,,,,NO_PROTO_FOUND
R,95,1,1730,64.0,,0,98a95b1cc8b2d73b3c2c1280e1ba4a42e3c47d851a5d85907dfaf4c4b67fb6c4f4fa7d90855d1a857dc4e3424abae180122c3c3bd7b2c81c5ba998d5ebd1a23b,1,26296,63738,p2,,e3667fd1b636c424f467fa467de990d085595d611be5152cf3487c1bc7a3977273ce4f36d815e7119966b8ed53cb25a150b8601779aee360b8871be9e30a7e3b,"}],",a219d13ceb26d5b598c1a9755b6a1c8ec888b286d73f3ba53cd9dba42dbb324b12120b5780d6fd94e1cb4008c950baa95c47bf0d4a38ae35ed2c423b372f3b7d,"<[<-,}",98a95b1cc8b2d73b3c2c1280e1ba4a42e3c47d851a5d85907dfaf4c4b67fb6c4f4fa7d90855d1a857dc4e3424abae180122c3c3bd7b2c81c5ba998d5ebd1a23b,"[<,}]}}]},<[",step_cap,8192,1,0,0,0,,,,,,,,,,NO_PROTO_FOUND
R,95,2,2883,63.0,,0,2020111a5b5b165b5b16385b442c3c7d4d5d3b2cee3b2c2c1d3b2cee2d2cf53b2c2c3bf52c2dee2c3b1d2c2c3bee2c3b5d4d7d3c2c445b38165b5b165b5b1a11,1,35501,52815,p2,,20683c3c3cff3c3c3c3cbcfbd33c3c2c2b2caf3afb3cca7e3b3c3c3abd3a3f87de3f3c3c49253c7a3d3c3b88ea3b41c93d1f3f880086d43fa8253f3f3ceabd29,"<<<<<<<<<,+,<<<<<<<0<",3e16111a5b5b165b5b16385b442c3c7d4d5d3b2cee3b2c2c1d3b2cee2d2cf53b2c2c3bf52c2dee2c3b1d2c2c3bee2c3b5d4d7d3c2c445b38165b5b165b5b1a11,">[[[[[,<}],,,,-,,,,-,,,,]}<,[[[[[",2020111a5b5b165b5b16385b442c3c7d4d5d3b2cee3b2c2c1d3b2cee2d2cf53b2c2c3bf52c2dee2c3b1d2c2c3bee2c3b5d4d7d3c2c445b38165b5b165b5b1a11,"[[[[[,<}],,,,-,,,,-,,,,]}<,[[[[[",step_cap,8192,1,0,0,0,,,,,,,,,,NO_PROTO_FOUND
R,99,1,1740,63.0,10543,0,979714d35bc250ee7b3b3b3b3b3e2e28cb35092ed7f84e0df8e0d7972e2a0983355d3583092a2e97d7e0f80d4ef8d72e0935cb282e3e3b3b3b3b7bee50c25bd3,1,3170,19393,p2,,5d9d3535833d09322a342e439797d735e0c1f8550d4e2bd1d8ff0ec06ff1a6484565171261a9a3cab78854db410bc2ab080c0b6c0c14290c450c2c3aedb8b8ed,"].+,",1818973b3bf714733e89d3ab3b4a5b7d2830c2f43bcf50392e8bee173ba47b5ccb973b143ed33b5b28c23b502eee3b7bcb3b3e3b283b2e3bcb3e282ecb28cbcb,>[}.{>[.{>.>.,979714d35bc250ee7b3b3b3b3b3e2e28cb35092ed7f84e0df8e0d7972e2a0983355d3583092a2e97d7e0f80d4ef8d72e0935cb282e3e3b3b3b3b7bee50c25bd3,[{>...]...>{[,step_cap,8192,1,0,0,1,65,partner,focal,.{>.>.,2,-1,0,0,0,CROSS_TAPE_FOCAL_CLOSE
R,99,2,2208,61.0,10543,0,ad930b7d2c1c5b5bff987d55c92c3c9d391ad59d19bcba17bc8219d79dd7d5821a5d1a82d5d79dd71982bc17babc199dd51a399d3c2cc9557d98ff5b5b1c2c7d,1,102941,89034,p2,,5d601ad6823bd53ad79d9d61d754198282d6bcba17d65b3ca73ad75a5a3ad73b53aeaed6f0ba37d63dbb4a3bd78d8d3a3c3ac08484d6c1c13cd63dc16d10c110,][<<<,9340ad3c936a0b4fd4637d9373ff2cc1b2661c8f5b8f5be95b665bb25bc1ff2cffff987380937d7d976355d47d4fc90b22bf2c277bd03c91e2579d397c7e3939,"<},[[[[[,}}},{<",ad930b7d2c1c5b5bff987d55c92c3c9d391ad59d19bcba17bc8219d79dd7d5821a5d1a82d5d79dd71982bc17babc199dd51a399d3c2cc9557d98ff5b5b1c2c7d,"},[[},<]<,}[[,}",step_cap,8192,1,0,0,1,65,partner,focal,",}}},{<",-1,2,0,0,0,CROSS_TAPE_FOCAL_CLOSE
